id,price_doc
1,5074750.5
2,5417907.5
3,5371577.0
4,11697540.0
5,12972502.0
6,8259459.5
7,5288310.0
8,5011890.0
9,5286827.0
10,4799324.0
11,4915955.5
12,3775398.25
13,4483594.5
14,4658261.5
15,4694793.0
16,5471185.0
17,5198246.0
18,5202878.5
19,5738031.5
20,4782148.0
21,5448305.5
22,4636722.0
23,5660090.5
24,4656692.0
25,4556110.5
26,4842128.0
27,4770227.0
28,4709244.5
29,8635532.0
30,4609864.5
31,5635470.5
32,11593036.0
33,4472183.0
34,4134225.0
35,3950593.0
36,4610310.5
37,4757020.0
38,3872698.0
39,4426765.0
40,3916189.75
41,5371747.5
42,6817161.5
43,5196100.0
44,8331475.0
45,8275685.5
46,4723885.5
47,4886380.0
48,4549463.0
49,4437970.5
50,4215949.0
51,3785109.25
52,4680331.0
53,5113892.5
54,5448653.5
55,4847386.5
56,4872353.0
57,4308055.0
58,4517488.0
59,11012488.0
60,5614219.5
61,12837410.0
62,6574542.0
63,6069647.0
64,4554271.5
65,5683125.5
66,6991409.5
67,5172109.0
68,6231109.0
69,6498608.5
70,5116244.5
71,4226389.0
72,6311020.5
73,4280746.5
74,4472802.0
75,6821097.5
76,4703368.5
77,9131248.0
78,4392367.5
79,6534895.5
80,17865090.0
81,4452103.0
82,4964851.0
83,3691150.75
84,6304121.0
85,6536742.0
86,5203775.0
87,4346353.0
88,3734591.5
89,4674625.0
90,11113202.0
91,4651654.0
92,7446872.0
93,3883606.0
94,7749425.0
95,4925451.5
96,12657014.0
97,3298029.75
98,5163822.0
99,5299538.0
100,5963797.0
101,4980365.5
102,8488008.0
103,4873778.0
104,5087559.0
105,4273842.5
106,5122448.0
107,5460434.5
108,6829815.5
109,6600886.5
110,10262074.0
111,5136607.0
112,6067309.5
113,6876870.0
114,5947833.0
115,4383257.0
116,4818639.0
117,6353742.5
118,6180525.5
119,4390317.5
120,8012649.5
121,4508476.0
122,4301831.0
123,4425305.5
124,4421614.0
125,10786140.0
126,6428085.5
127,7098017.5
128,4692806.5
129,5662291.5
130,7244834.0
131,4405708.0
132,4253123.5
133,4842615.0
134,5566263.5
135,5177546.0
136,4711834.0
137,5585059.0
138,6922116.0
139,6005164.5
140,4721909.0
141,3593269.75
142,3906166.0
143,5363442.5
144,5085887.5
145,3964052.0
146,5679357.0
147,7428987.0
148,14548284.0
149,4754106.5
150,5556288.0
151,4491344.0
152,6001116.0
153,4626647.0
154,5782287.0
155,3211601.0
156,5815663.5
157,6296995.5
158,7130026.0
159,7030822.5
160,4673423.0
161,9325208.0
162,4373852.0
163,8390030.0
164,4871102.0
165,4416333.5
166,4199221.0
167,4758636.5
168,4464876.0
169,6026573.0
170,5704704.0
171,32068022.0
172,4677436.5
173,4957346.5
174,4769208.5
175,4870471.0
176,4073058.5
177,4836798.0
178,9349556.0
179,12293110.0
180,4749052.5
181,6096431.5
182,9956438.0
183,4784646.0
184,4500440.5
185,3300802.0
186,14304276.0
187,3931302.5
188,5690533.5
189,4665327.0
190,5227847.5
191,7337473.5
192,4711944.5
193,3915778.75
194,4619961.0
195,5400600.5
196,5068813.5
197,5681974.5
198,6820108.5
199,5490518.0
200,16932392.0
201,5880244.5
202,4572842.5
203,4325478.5
204,9643462.0
205,4849689.5
206,5419347.0
207,11798952.0
208,4302320.5
209,8184220.0
210,3932894.5
211,3709838.0
212,4757465.0
213,5375306.5
214,6881137.0
215,4465027.5
216,4369652.0
217,5684574.5
218,7092170.0
219,3242015.0
220,6727811.5
221,8712106.0
222,5458861.0
223,12640350.0
224,3713881.0
225,5431969.0
226,6588439.0
227,5141720.5
228,2780871.75
229,2578119.75
230,3962782.5
231,5507013.0
232,5193660.0
233,4961546.0
234,4216735.5
235,5709128.0
236,4427903.5
237,6124660.0
238,4663664.5
239,6109419.0
240,4176229.0
241,5016736.5
242,5628600.5
243,4036599.0
244,5639464.0
245,4118470.0
246,9512732.0
247,4979636.0
248,4997711.5
249,6791270.0
250,3140924.0
251,4749961.0
