id,price_doc
1,5052096.0
2,4889154.5
3,4557670.5
4,5182418.5
5,5963894.5
6,5787956.5
7,5995927.0
8,4945964.5
9,5298113.5
10,4218787.0
11,4220065.5
12,4358396.0
13,6715257.5
14,3747956.5
15,6326624.5
16,5431109.0
17,4565523.5
18,5961275.5
19,4186140.0
20,4846425.0
21,3383644.5
22,5540085.5
23,5066840.0
24,4423829.0
25,4686103.0
26,5611704.5
27,4668302.0
28,3897446.75
29,4861522.0
30,4911459.0
31,6553064.5
32,4247295.0
33,5117185.0
34,4739249.5
35,2489446.5
36,5421959.5
37,4754428.0
38,4662812.5
39,5447237.5
40,4397998.5
41,5169679.5
42,4779329.5
43,5537566.5
44,5760253.0
45,4932826.0
46,5259055.5
47,4168277.5
48,3896188.25
49,4800885.5
50,5047549.0
51,4638288.0
52,4687553.5
53,5354361.5
54,6136679.5
55,4386553.5
56,4233839.5
57,4625224.5
58,4348055.5
59,5227323.0
60,4355685.0
61,5327171.0
62,5444920.5
63,4586820.5
64,4289843.5
65,5751095.5
66,5300059.5
67,4823568.5
68,6139907.5
69,4377479.5
70,5017875.5
71,4992885.0
72,5922937.5
73,5463751.5
74,4754916.0
75,5704386.5
76,4365757.5
77,4993316.5
78,4478177.5
79,5491248.5
80,5437536.5
81,4113495.75
82,4905713.0
83,4254534.0
84,4541704.0
85,4807091.0
86,5197427.5
87,5181505.0
88,2495269.25
89,6454635.0
90,5846949.5
91,5182916.5
92,5931416.0
93,6205247.5
94,3920589.25
95,5380984.5
96,10908602.0
97,4762341.5
98,5077580.5
99,4560359.5
100,4905112.5
101,4699458.0
102,13053284.0
103,4936950.0
104,5010291.0
105,5412350.0
106,4915504.5
107,4450155.5
108,5502176.5
109,6723628.5
110,4420695.0
111,4193235.5
112,4831398.5
113,3888257.75
114,5415045.5
115,4616056.5
116,4313812.5
117,5035993.0
118,3904482.0
119,4940112.0
120,4556351.5
121,4495743.0
122,4503930.5
123,3703427.0
124,6021589.5
125,11017928.0
126,5110244.5
127,5221907.0
128,5013245.5
129,4304561.5
130,5224842.0
131,4811655.0
132,4314392.0
133,4930725.5
134,5251611.0
135,5024211.5
136,5172645.0
137,4460375.5
138,5074896.5
139,5627425.0
140,5598268.5
141,4384674.5
142,4974294.0
143,5159596.5
144,5540548.5
145,3870117.0
146,3777978.5
147,4921687.5
148,5967032.5
149,5161514.5
150,4671429.5
151,4267276.0
152,3935154.75
153,4470903.5
154,5322636.0
155,3295544.5
156,4542132.5
157,7000606.5
158,4902343.5
159,4732520.0
160,4050977.0
161,5172903.0
162,4511671.5
163,4837753.0
164,4229270.5
165,3196363.5
166,4725902.5
167,4245897.5
168,4976414.0
169,5413177.5
170,5330055.5
171,6088917.5
172,4150987.5
173,5016855.5
174,4627967.0
175,4607915.5
176,3900009.0
177,5112987.5
178,4238690.5
179,6935431.0
180,4460998.5
181,5230160.0
182,4864902.5
183,4981230.5
184,4581040.0
185,4253299.0
186,4712392.5
187,4627444.5
188,4680937.5
189,3876571.0
190,6064851.5
191,5248403.5
192,4699655.5
193,4270299.0
194,4030424.5
195,5064371.0
196,5301521.0
197,5589723.0
198,4806692.0
199,3784525.0
200,5470295.5
201,5093410.0
202,4947311.0
203,4144442.75
204,6790999.0
205,4169611.5
206,5221723.5
207,6060520.5
208,4797531.5
209,3623218.25
210,4157544.0
211,5535123.5
212,4659399.0
213,6199000.5
214,5449051.5
215,4663301.5
216,4423429.5
217,5225081.0
218,4535517.5
219,4473386.0
220,6441651.5
221,6059003.5
222,4977706.5
223,5747523.5
224,4229311.5
225,6736194.5
226,5872380.5
227,5622776.0
228,3745122.0
229,4100235.5
230,4567977.0
231,5027804.0
232,4190881.5
233,4387922.0
234,4913736.5
235,4092494.25
236,5461137.0
237,4256230.0
238,4457075.0
239,6077138.5
240,5005448.5
241,3856464.25
242,5661125.5
243,4265012.0
244,3935107.0
245,4396559.5
246,6042553.0
247,4953920.5
248,4325913.5
249,6071344.0
250,4347972.5
251,4228697.0
252,5206590.5
253,4427920.5
254,5074974.5
255,5618504.0
256,4366101.0
257,5260107.0
258,4188778.25
259,4121013.5
260,3733105.0
261,6416529.0
262,4522252.0
263,4906983.5
264,4457577.0
265,4270172.0
266,5175214.5
267,3898310.0
268,3879548.0
269,3878630.0
270,4727289.0
271,8746944.0
272,4129565.0
273,5056421.0
274,4938530.0
275,4434149.0
276,4400140.5
277,4757906.0
278,4323016.5
279,6093050.5
280,3890366.0
281,4950616.5
282,4451420.5
283,4301144.0
284,4202313.5
285,5716693.5
286,4857870.5
287,9659650.0
288,6028096.0
289,5060163.0
290,4454692.0
291,5000813.0
292,4466544.0
293,4238577.0
294,6211894.5
295,4257226.5
296,5540454.5
297,5131463.5
298,5573525.0
299,7388822.5
300,5214742.0
301,4595116.0
302,4781379.5
303,4541710.5
304,4628004.0
305,4860890.0
306,5949892.5
307,3882579.25
308,5422654.5
309,5323646.0
310,6647752.5
311,5250323.5
312,6071415.5
313,3359703.75
314,4570418.5
315,4087522.5
316,3958421.0
317,5704060.5
318,5083984.5
319,4967183.5
320,5632498.5
321,4417660.0
322,4926093.0
323,4029173.5
324,5091102.0
325,3743875.0
326,4952120.5
327,5054384.5
328,4817555.5
329,12002888.0
330,4381650.5
331,4788027.5
332,4631774.5
333,4124765.0
334,5095454.0
335,4783726.0
336,3887632.5
337,4394700.0
338,4870631.5
339,2604142.75
340,4788556.0
341,4087069.0
342,6310064.0
343,4446103.0
344,3875432.5
345,4484042.5
346,4622647.5
347,2849702.0
348,3901424.0
349,4756705.5
350,4554686.5
351,5295501.5
352,4857911.5
353,5915267.5
354,5097993.5
355,5366872.0
356,6302112.5
357,6783512.0
358,4049281.0
359,5057864.5
360,4005260.5
361,4094236.5
362,5439431.5
363,4726289.0
364,3734186.0
365,4256324.0
366,4732759.5
367,4890605.5
368,6039547.0
369,4049174.25
370,4565498.5
371,4555772.0
372,4920290.5
373,5642340.5
374,4355615.0
375,6332403.5
376,5369998.5
377,4432877.0
378,5135149.5
379,6082058.5
380,4668932.0
381,4716111.5
382,4630186.0
383,4487522.5
384,3842819.75
385,3866815.75
386,4992722.0
387,4248488.0
388,4366353.0
389,4985493.5
390,5797049.5
391,3689111.0
392,5868145.5
393,5525948.0
394,5256208.0
395,9460157.0
396,4968713.5
397,5005511.5
398,3852222.75
399,4938797.5
400,5386144.5
401,6189223.0
402,4505148.5
403,4487725.0
404,2662156.75
405,4211535.5
406,4862287.0
407,4298126.0
408,4221837.5
409,5379745.0
410,9698895.0
411,4075273.75
412,4571711.5
413,5044206.5
414,4875779.0
415,4603727.0
416,4223988.0
417,2845135.5
418,4891380.5
419,4646080.5
420,9389643.0
421,4943592.0
422,5043223.0
423,4395673.5
424,5386030.0
425,4975462.5
426,4474372.5
427,3883652.5
428,9417739.0
429,5790767.5
430,4065754.75
431,4571734.0
432,5113753.5
433,4747571.5
434,3904632.0
435,6151153.5
436,4757154.0
437,4547012.5
